frame_index,stamp_sec,stamp_nsec,scan_index,distance,local_x,local_y,global_x,global_y,isOpponent
7,955,219000000,135,5.231777,3.725075,-3.673595,6.215173,3.333824,False
7,955,219000000,136,5.273100,3.818690,-3.636371,6.214793,3.434567,False
7,955,219000000,137,5.316721,3.913824,-3.598541,6.214406,3.536947,False
7,955,219000000,138,5.362725,4.010576,-3.560069,6.214013,3.641066,False
7,955,219000000,139,5.411201,4.109047,-3.520914,6.213613,3.747036,False
7,955,219000000,140,5.462249,4.209346,-3.481031,6.213206,3.854972,False
7,955,219000000,141,5.515973,4.311586,-3.440376,6.212790,3.964998,False
7,955,219000000,142,5.572487,4.415890,-3.398901,6.212366,4.077244,False
7,955,219000000,143,5.631911,4.522385,-3.356554,6.211933,4.191850,False
7,955,219000000,144,5.694378,4.631211,-3.313281,6.211491,4.308963,False
7,955,219000000,145,5.760029,4.742513,-3.269023,6.211039,4.428740,False
7,955,219000000,146,5.829016,4.856445,-3.223719,6.210576,4.551348,False
7,955,219000000,147,5.901503,4.973176,-3.177302,6.210102,4.676969,False
7,955,219000000,148,5.977667,5.092884,-3.129702,6.209615,4.805792,False
7,955,219000000,149,6.057701,5.215761,-3.080841,6.209116,4.938026,False
7,955,219000000,150,6.141812,5.342011,-3.030639,6.208603,5.073890,False
7,955,219000000,151,6.230225,5.471857,-2.979007,6.208076,5.213624,False
7,955,219000000,152,6.323184,5.605538,-2.925851,6.207532,5.357485,False
7,955,219000000,153,6.420953,5.743311,-2.871067,6.206972,5.505749,False
7,955,219000000,154,6.523821,5.885455,-2.814545,6.206395,5.658718,False
7,955,219000000,155,6.632102,6.032274,-2.756164,6.205798,5.816717,False
7,955,219000000,156,6.746136,6.184096,-2.695794,6.205181,5.980101,False
7,955,219000000,157,6.866298,6.341280,-2.633291,6.204543,6.149254,False
7,955,219000000,158,6.992997,6.504215,-2.568502,6.203881,6.324596,False
7,955,219000000,159,7.126682,6.673328,-2.501256,6.203193,6.506588,False
7,955,219000000,160,7.267845,6.849089,-2.431367,6.202479,6.695733,False
7,955,219000000,161,7.417028,7.032010,-2.358630,6.201736,6.892584,False
7,955,219000000,162,7.574831,7.222658,-2.282821,6.200961,7.097750,False
7,955,219000000,163,7.741915,7.421657,-2.203691,6.200153,7.311902,False
7,955,219000000,164,7.722687,7.440543,-2.068384,6.081145,7.378999,False
7,955,219000000,165,7.622575,7.378676,-1.912794,5.913708,7.378368,False
7,955,219000000,166,7.527298,7.318374,-1.761141,5.750507,7.377753,False
7,955,219000000,167,7.436622,7.259543,-1.613188,5.591287,7.377153,False
7,955,219000000,168,7.350326,7.202095,-1.468713,5.435810,7.376567,False
7,955,219000000,169,7.268209,7.145949,-1.327510,5.283855,7.375994,False
7,955,219000000,170,7.190083,7.091026,-1.189385,5.135212,7.375434,False
7,955,219000000,171,7.115772,7.037255,-1.054157,4.989687,7.374886,False
7,955,219000000,172,7.045115,6.984568,-0.921655,4.847096,7.374348,False
7,955,219000000,173,6.977962,6.932902,-0.791720,4.707266,7.373821,False
7,955,219000000,174,6.914173,6.882196,-0.664200,4.570036,7.373304,False
7,955,219000000,175,6.853617,6.832393,-0.538952,4.435250,7.372795,False
7,955,219000000,176,6.796175,6.783441,-0.415842,4.302765,7.372296,False
7,955,219000000,177,6.741734,6.735288,-0.294741,4.172443,7.371805,False
7,955,219000000,178,6.690188,6.687885,-0.175529,4.044153,7.371321,False
7,955,219000000,179,6.641442,6.641188,-0.058090,3.917772,7.370845,False
7,955,219000000,180,6.595404,6.595152,0.057685,3.793181,7.370375,False
7,955,219000000,181,2.800603,2.799639,0.073478,2.389375,3.843975,False
7,955,219000000,182,2.796595,2.793921,0.122263,2.341882,3.856509,False
7,955,219000000,183,2.780701,2.775491,0.170143,2.290578,3.856881,False
7,955,219000000,184,2.765243,2.756680,0.217451,2.239668,3.856689,False
7,955,219000000,185,2.750793,2.738071,0.264250,2.189305,3.856499,False
7,955,219000000,186,2.737326,2.719650,0.310576,2.139451,3.856311,False
7,955,219000000,187,2.724821,2.701403,0.356465,2.090068,3.856125,False
7,955,219000000,188,2.713255,2.683317,0.401951,2.041119,3.855940,False
7,955,219000000,189,2.702611,2.665378,0.447065,1.992569,3.855758,False
7,955,219000000,190,2.692871,2.647574,0.491841,1.944383,3.855576,False
7,955,219000000,191,2.684019,2.629892,0.536309,1.896529,3.855396,False
7,955,219000000,192,2.676041,2.612321,0.580499,1.848975,3.855216,False
7,955,219000000,193,2.668925,2.594848,0.624440,1.801687,3.855038,False
7,955,219000000,194,2.662660,2.577463,0.668162,1.754636,3.854861,False
7,955,219000000,195,2.657234,2.560154,0.711692,1.707792,3.854684,False
7,955,219000000,196,2.652641,2.542910,0.755058,1.661123,3.854508,False
7,955,219000000,197,2.648873,2.525721,0.798288,1.614601,3.854333,False
7,955,219000000,198,2.645922,2.508573,0.841407,1.568197,3.854156,False
7,955,219000000,199,2.643788,2.491460,0.884445,1.521882,3.853981,False
7,955,219000000,200,2.642465,2.474369,0.927426,1.475628,3.853807,False
7,955,219000000,201,2.641951,2.457290,0.970378,1.429406,3.853632,False
7,955,219000000,202,2.642246,2.440212,1.013326,1.383188,3.853458,False
7,955,219000000,203,2.643351,2.423126,1.056297,1.336945,3.853284,False
7,955,219000000,204,2.645265,2.406020,1.099316,1.290649,3.853109,False
7,955,219000000,205,2.647994,2.388884,1.142412,1.244272,3.852935,False
7,955,219000000,206,2.651540,2.371707,1.185609,1.197785,3.852759,False
7,955,219000000,207,2.655910,2.354479,1.228936,1.151159,3.852584,False
7,955,219000000,208,2.661109,2.337189,1.272419,1.104365,3.852407,False
7,955,219000000,209,2.667147,2.319825,1.316086,1.057373,3.852230,False
7,955,219000000,210,2.674032,2.302378,1.359965,1.010152,3.852052,False
7,955,219000000,211,2.681776,2.284834,1.404085,0.962673,3.851873,False
7,955,219000000,212,2.690391,2.267184,1.448475,0.914903,3.851693,False
7,955,219000000,213,2.699889,2.249414,1.493164,0.866810,3.851512,False
7,955,219000000,214,2.710288,2.231512,1.538184,0.818362,3.851329,False
7,955,219000000,215,2.721602,2.213467,1.583566,0.769524,3.851145,False
7,955,219000000,216,2.733849,2.195262,1.629341,0.720263,3.850956,False
7,955,219000000,217,2.747053,2.176890,1.675546,0.670540,3.850769,False
7,955,219000000,218,2.761235,2.158333,1.722214,0.620319,3.850580,False
7,955,219000000,219,2.776419,2.139578,1.769380,0.569560,3.850388,False
7,955,219000000,220,2.792629,2.120610,1.817083,0.518225,3.850195,False
7,955,219000000,221,2.809895,2.101413,1.865361,0.466271,3.849999,False
7,955,219000000,222,2.828246,2.081972,1.914254,0.413654,3.849800,False
7,955,219000000,223,2.847716,2.062268,1.963806,0.360329,3.849599,False
7,955,219000000,224,2.868339,2.042286,2.014060,0.306248,3.849396,False
7,955,219000000,225,2.890154,2.022005,2.065063,0.251362,3.849189,False
7,955,219000000,226,2.913202,2.001408,2.116864,0.195616,3.848978,False
7,955,219000000,227,2.937526,1.980472,2.169514,0.138957,3.848765,False
7,955,219000000,228,2.963175,1.959178,2.223067,0.081326,3.848548,False
7,955,219000000,229,2.990198,1.937502,2.277580,0.022662,3.848327,False
7,955,219000000,230,3.018651,1.915420,2.333114,-0.037101,3.848101,False
7,955,219000000,231,3.048592,1.892907,2.389732,-0.098030,3.847872,False
7,955,219000000,232,3.080086,1.869935,2.447503,-0.160200,3.847637,False
7,955,219000000,233,3.113199,1.846477,2.506498,-0.223687,3.847398,False
7,955,219000000,234,3.148006,1.822502,2.566794,-0.288575,3.847153,False
7,955,219000000,235,3.184585,1.797976,2.628472,-0.354950,3.846903,False
7,955,219000000,236,3.223023,1.772866,2.691620,-0.422907,3.846647,False
7,955,219000000,237,3.263410,1.747135,2.756332,-0.492545,3.846385,False
7,955,219000000,238,3.305847,1.720743,2.822706,-0.563974,3.846115,False
7,955,219000000,239,3.350441,1.693647,2.890850,-0.637307,3.845839,False
7,955,219000000,240,3.397308,1.665800,2.960880,-0.712669,3.845555,False
7,955,219000000,241,3.446574,1.637156,3.032919,-0.790194,3.845263,False
7,955,219000000,242,3.498377,1.607658,3.107101,-0.870025,3.844962,False
7,955,219000000,243,3.552860,1.577250,3.183567,-0.952315,3.844648,False
7,955,219000000,244,3.610193,1.545871,3.262481,-1.037238,3.844328,False
7,955,219000000,245,3.670550,1.513453,3.344009,-1.124974,3.843997,False
7,955,219000000,246,3.734120,1.479922,3.428335,-1.215722,3.843655,False
7,955,219000000,247,3.801115,1.445198,3.515662,-1.309698,3.843301,False
7,955,219000000,248,3.871764,1.409195,3.606207,-1.407138,3.842934,False
7,955,219000000,249,3.946320,1.371816,3.700211,-1.508300,3.842552,False
7,955,219000000,250,4.025059,1.332957,3.797937,-1.613468,3.842156,False
7,955,219000000,251,4.108287,1.292503,3.899674,-1.722952,3.841743,False
7,955,219000000,252,4.052481,1.207464,3.868414,-1.724985,3.751164,False
7,955,219000000,253,3.996444,1.123854,3.835169,-1.724646,3.661187,False
7,955,219000000,254,3.943127,1.042501,3.802820,-1.724316,3.573639,False
7,955,219000000,255,3.892389,0.963265,3.771314,-1.723995,3.488370,False
7,955,219000000,256,3.844101,0.886020,3.740599,-1.723681,3.405242,False
7,955,219000000,257,3.798144,0.810644,3.710627,-1.723376,3.324127,False
7,955,219000000,258,3.754409,0.737028,3.681355,-1.723077,3.244905,False
7,955,219000000,259,3.712792,0.665066,3.652741,-1.722785,3.167463,False
7,955,219000000,260,3.673200,0.594660,3.624745,-1.722500,3.091696,False
7,955,219000000,261,3.635544,0.525719,3.597332,-1.722220,3.017506,False
7,955,219000000,262,3.599743,0.458157,3.570468,-1.721946,2.944799,False
7,955,219000000,263,3.565720,0.391893,3.544119,-1.721677,2.873489,False
7,955,219000000,264,3.533405,0.326849,3.518256,-1.721414,2.803492,False
7,955,219000000,265,3.502733,0.262955,3.492849,-1.721155,2.734733,False
7,955,219000000,266,3.473643,0.200141,3.467873,-1.720900,2.667136,False
7,955,219000000,267,3.446078,0.138343,3.443300,-1.720649,2.600632,False
7,955,219000000,268,3.419985,0.077500,3.419107,-1.720402,2.535156,False
7,955,219000000,269,3.395316,0.017553,3.395270,-1.720159,2.470644,False
7,955,219000000,270,3.372024,-0.041553,3.371768,-1.719920,2.407037,False
7,955,219000000,271,3.350068,-0.099872,3.348579,-1.719683,2.344278,False
7,955,219000000,272,3.329408,-0.157453,3.325683,-1.719450,2.282312,False
7,955,219000000,273,3.310008,-0.214346,3.303060,-1.719219,2.221087,False
7,955,219000000,274,3.291834,-0.270597,3.280693,-1.718991,2.160552,False
7,955,219000000,275,3.274855,-0.326250,3.258564,-1.718765,2.100661,False
7,955,219000000,276,3.259043,-0.381349,3.236654,-1.718542,2.041366,False
7,955,219000000,277,3.244370,-0.435936,3.214949,-1.718320,1.982624,False
7,955,219000000,278,3.230814,-0.490049,3.193432,-1.718101,1.924390,False
7,955,219000000,279,3.218351,-0.543728,3.172088,-1.717883,1.866623,False
7,955,219000000,280,3.206961,-0.597012,3.150901,-1.717667,1.809282,False
7,955,219000000,281,3.196626,-0.649935,3.129857,-1.717452,1.752329,False
7,955,219000000,282,3.187330,-0.702534,3.108942,-1.717239,1.695724,False
7,955,219000000,283,3.179058,-0.754845,3.088142,-1.717027,1.639430,False
7,955,219000000,284,3.171796,-0.806900,3.067443,-1.716816,1.583411,False
7,955,219000000,285,3.165534,-0.858734,3.046832,-1.716606,1.527630,False
7,955,219000000,286,3.160263,-0.910380,3.026296,-1.716396,1.472052,False
7,955,219000000,287,3.155972,-0.961869,3.005822,-1.716188,1.416641,False
7,955,219000000,288,3.152657,-1.013235,2.985398,-1.715979,1.361364,False
7,955,219000000,289,3.150311,-1.064508,2.965010,-1.715771,1.306187,False
7,955,219000000,290,3.148932,-1.115721,2.944646,-1.715563,1.251074,False
7,955,219000000,291,3.148517,-1.166905,2.924294,-1.715356,1.195993,False
7,955,219000000,292,3.149066,-1.218091,2.903941,-1.715148,1.140909,False
7,955,219000000,293,3.150579,-1.269310,2.883575,-1.714941,1.085790,False
7,955,219000000,294,3.153059,-1.320595,2.863182,-1.714733,1.030600,False
7,955,219000000,295,3.156510,-1.371976,2.842752,-1.714524,0.975307,False
7,955,219000000,296,3.160936,-1.423485,2.822270,-1.714315,0.919875,False
7,955,219000000,297,3.166345,-1.475154,2.801725,-1.714106,0.864271,False
7,955,219000000,298,3.172745,-1.527017,2.781102,-1.713896,0.808459,False
7,955,219000000,299,3.180146,-1.579106,2.760390,-1.713684,0.752404,False
7,955,219000000,300,3.188560,-1.631455,2.739575,-1.713472,0.696069,False
7,955,219000000,301,3.197999,-1.684097,2.718643,-1.713258,0.639418,False
7,955,219000000,302,3.208480,-1.737068,2.697580,-1.713044,0.582413,False
7,955,219000000,303,3.220018,-1.790404,2.676372,-1.712827,0.525016,False
7,955,219000000,304,3.232631,-1.844142,2.655004,-1.712610,0.467186,False
7,955,219000000,305,3.246342,-1.898318,2.633462,-1.712390,0.408884,False
7,955,219000000,306,3.261171,-1.952973,2.611729,-1.712168,0.350067,False
7,955,219000000,307,3.277144,-2.008147,2.589791,-1.711944,0.290692,False
7,955,219000000,308,3.294286,-2.063881,2.567629,-1.711718,0.230715,False
7,955,219000000,309,3.312629,-2.120218,2.545228,-1.711490,0.170087,False
7,955,219000000,310,3.332202,-2.177204,2.522569,-1.711259,0.108762,False
7,955,219000000,311,3.353040,-2.234885,2.499633,-1.711025,0.046689,False
7,955,219000000,312,3.375179,-2.293310,2.476401,-1.710788,-0.016185,False
7,955,219000000,313,3.398660,-2.352530,2.452854,-1.710548,-0.079914,False
7,955,219000000,314,3.423524,-2.412598,2.428969,-1.710304,-0.144556,False
7,955,219000000,315,3.449819,-2.473570,2.404725,-1.710057,-0.210171,False
7,955,219000000,316,3.477592,-2.535505,2.380097,-1.709806,-0.276823,False
7,955,219000000,317,3.506899,-2.598465,2.355063,-1.709550,-0.344577,False
7,955,219000000,318,3.537795,-2.662515,2.329594,-1.709291,-0.413504,False
7,955,219000000,319,3.570343,-2.727723,2.303665,-1.709026,-0.483678,False
7,955,219000000,320,3.604609,-2.794164,2.277247,-1.708757,-0.555177,False
7,955,219000000,321,3.640663,-2.861912,2.250308,-1.708482,-0.628085,False
7,955,219000000,322,3.678583,-2.931051,2.222816,-1.708202,-0.702489,False
7,955,219000000,323,3.718451,-3.001668,2.194737,-1.707915,-0.778482,False
7,955,219000000,324,3.760356,-3.073854,2.166034,-1.707623,-0.856165,False
7,955,219000000,325,3.804394,-3.147708,2.136667,-1.707323,-0.935643,False
7,955,219000000,326,3.850667,-3.223337,2.106595,-1.707016,-1.017031,False
7,955,219000000,327,2.659868,-2.251649,1.415972,-0.708684,-0.365518,True
7,955,219000000,328,2.659477,-2.275739,1.376167,-0.680457,-0.402505,True
7,955,219000000,329,2.726442,-2.357362,1.369792,-0.704398,-0.480798,True
7,955,219000000,330,2.706863,-2.363864,1.318808,-0.659331,-0.505508,False
7,955,219000000,331,4.119807,-3.632327,1.943968,-1.705358,-1.457165,False
7,955,219000000,332,4.182182,-3.721277,1.908599,-1.704997,-1.552888,False
7,955,219000000,333,4.247795,-3.812989,1.872131,-1.704625,-1.651584,False
7,955,219000000,334,4.316841,-3.907655,1.834489,-1.704241,-1.753458,False
7,955,219000000,335,4.389534,-4.005479,1.795591,-1.703844,-1.858731,False
7,955,219000000,336,4.466107,-4.106686,1.755348,-1.703434,-1.967645,False
7,955,219000000,337,4.546816,-4.211519,1.713664,-1.703009,-2.080461,False
7,955,219000000,338,4.631938,-4.320245,1.670431,-1.702568,-2.197466,False
7,955,219000000,339,4.721782,-4.433155,1.625535,-1.702110,-2.318973,False
7,955,219000000,340,4.816682,-4.550567,1.578848,-1.701634,-2.445327,False
7,955,219000000,341,4.917011,-4.672835,1.530230,-1.701138,-2.576905,False
7,955,219000000,342,5.023178,-4.800345,1.479529,-1.700621,-2.714124,False
7,955,219000000,343,5.135637,-4.933524,1.426573,-1.700081,-2.857444,False
7,955,219000000,344,5.254891,-5.072846,1.371174,-1.699516,-3.007375,False
7,955,219000000,345,5.381502,-5.218838,1.313123,-1.698924,-3.164484,False
7,955,219000000,346,5.516094,-5.372087,1.252187,-1.698303,-3.329403,False
7,955,219000000,347,5.659367,-5.533248,1.188104,-1.697649,-3.502837,False
7,955,219000000,348,5.812107,-5.703059,1.120583,-1.696960,-3.685577,False
7,955,219000000,349,5.975199,-5.882346,1.049293,-1.696233,-3.878517,False
7,955,219000000,350,6.149645,-6.072044,0.973863,-1.695464,-4.082660,False
7,955,219000000,351,6.336580,-6.273216,0.893871,-1.694648,-4.299151,False
7,955,219000000,352,6.537300,-6.487069,0.808836,-1.693781,-4.529289,False
7,955,219000000,353,6.753285,-6.714986,0.718210,-1.692857,-4.774560,False
7,955,219000000,354,6.986241,-6.958554,0.621360,-1.691869,-5.036676,False
7,955,219000000,355,7.238138,-7.219610,0.517556,-1.690810,-5.317610,False
7,955,219000000,356,7.223283,-7.212726,0.390388,-1.569945,-5.357745,False
7,955,219000000,357,7.166502,-7.161709,0.262085,-1.431873,-5.357225,False
